#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 09 27 10 50 336  5.2  6.3  4.02 16.00 10.97 315 1007.8  15.6  13.1 999.0 99.0 99.00
2010 09 27 11 50 331  4.2  5.6  3.64 16.00 10.16 303 1007.7  15.6  13.1 999.0 99.0 99.00
2010 09 27 12 50 344  5.9  7.1  3.45 16.00  9.91 310 1007.5  16.2  13.0 999.0 99.0 99.00
2010 09 27 13 50  47  1.5  2.6  2.97 12.90  9.37 317 1008.0  15.6  13.0 999.0 99.0 99.00
2010 09 27 14 50 316  3.1  4.3  2.75 13.79  8.88 325 1008.4  16.4  13.0 999.0 99.0 99.00
2010 09 27 15 50 313  3.8  5.4  2.82 12.90  8.83 313 1008.7  15.6  13.0 999.0 99.0 99.00
2010 09 27 16 50 314  3.4  4.6  3.18 14.81  9.37 320 1009.0  15.6  13.1 999.0 99.0 99.00
2010 09 27 17 50 317  4.9  5.9  3.21 14.81  9.35 314 1009.1  15.5  13.2 999.0 99.0 99.00
2010 09 27 18 50 306  4.7  5.7  3.12 14.81  9.20 309 1009.1  15.4  13.3 999.0 99.0 99.00
2010 09 27 19 50 315  4.9  6.2  3.69 14.81  9.83 305 1008.8  15.4  13.3 999.0 99.0 99.00
2010 09 27 20 50 323  4.0  5.2  3.75 14.81  9.89 310 1008.6  15.2  13.2 999.0 99.0 99.00
2010 09 27 21 50 319  1.7  2.9  2.94 13.79  8.58 324 1008.3  15.8  13.5 999.0 99.0 99.00
2010 09 27 22 50 317  1.5  2.5  3.22 14.81  9.08 310 1008.1  15.9  13.7 999.0 99.0 99.00
2010 09 27 23 50 350  1.8  2.5  3.23 14.81  9.35 318 1007.9  15.8  13.8 999.0 99.0 99.00
2010 09 28 00 50 332  1.2  2.3  2.96 13.79  8.82 307 1007.8  16.0  14.0 999.0 99.0 99.00
2010 09 28 01 50 338  1.7  2.9  2.94 12.90  9.00 320 1008.0  15.2  14.0 999.0 99.0 99.00
2010 09 28 02 50 329  2.2  3.9  2.94 13.79  9.06 316 1008.3  14.9  13.8 999.0 99.0 99.00
2010 09 28 03 50 323  1.0  2.1  3.04 12.90  9.22 324 1009.0  14.9  13.5 999.0 99.0 99.00
2010 09 28 04 50 345  1.7  2.7  2.84 16.00  8.89 304 1009.3  15.0  13.5 999.0 99.0 99.00
2010 09 28 05 50 344  2.9  3.8  2.91 14.81  9.24 302 1009.3  14.7  13.4 999.0 99.0 99.00
2010 09 28 06 50 354  3.8  4.5  2.89 14.81  9.48 309 1008.9  14.9  13.5 999.0 99.0 99.00
2010 09 28 07 50 333  3.1  4.1  3.16 14.81 10.16 305 1008.8  14.7  13.1 999.0 99.0 99.00
2010 09 28 08 50 339  5.0  5.8  2.83 14.81  9.71 301 1008.1  14.8  13.1 999.0 99.0 99.00
2010 09 28 09 50 351  4.3  4.8  2.92 13.79  9.92 292 1007.9  14.7  13.3 999.0 99.0 99.00
2010 09 28 10 50 326  5.2  6.3  2.64 14.81  9.26 287 1007.7  14.8  13.3 999.0 99.0 99.00
2010 09 28 11 50 319  4.4  5.4  2.87 13.79  9.82 298 1007.9  14.9  13.2 999.0 99.0 99.00
2010 09 28 12 50 330  5.9  6.9  2.50 13.79  9.27 302 1007.9  15.0  13.3 999.0 99.0 99.00
2010 09 28 13 50 326  7.4  8.1  2.59 13.79  8.94 299 1008.0  14.9  12.9 999.0 99.0 99.00
2010 09 28 14 50 327  6.3  7.2  2.38 13.79  8.68 295 1008.8  15.1  12.6 999.0 99.0 99.00
2010 09 28 15 50 145  0.5  1.7  2.32 12.90  7.81 309 1009.7  15.3  12.6 999.0 99.0 99.00
2010 09 28 16 50 212  1.3  1.8  2.41 13.79  8.01 292 1009.6  15.0  12.8 999.0 99.0 99.00
2010 09 28 17 50 202  2.1  3.0  2.47 13.79  8.22 308 1009.7  14.7  13.4 999.0 99.0 99.00
2010 09 28 18 50 233  4.1  5.0  2.41 11.43  8.19 306 1009.7  15.3  13.5 999.0 99.0 99.00
2010 09 28 19 50 266  3.4  4.2  2.55 13.79  8.65 307 1009.1  15.9  13.4 999.0 99.0 99.00
2010 09 28 20 50 268  4.5  5.4  2.49 12.90  8.39 303 1008.8  16.1  13.8 999.0 99.0 99.00
2010 09 28 21 50 299  3.1  4.1  2.73 13.79  9.17 301 1008.7  15.6  13.9 999.0 99.0 99.00
2010 09 28 22 50 289  2.2  3.3  2.80 13.79  8.98 301 1008.5  15.5  14.2 999.0 99.0 99.00
2010 09 28 23 50  24  1.6  2.9  2.73 13.79  9.41 290 1009.1  15.3  13.7 999.0 99.0 99.00
2010 09 29 00 50 360  1.6  2.5  2.56 12.90  8.86 291 1009.1  15.2  13.6 999.0 99.0 99.00
2010 09 29 01 50  87  1.3  2.4  2.76 12.90  9.86 304 1009.3  15.0  14.0 999.0 99.0 99.00
2010 09 29 02 50 172  0.5  1.6  3.01 17.39  9.96 291 1009.6  15.3  13.8 999.0 99.0 99.00
2010 09 29 03 50 111  1.0  2.4  3.25 17.39 10.16 299 1009.9  15.7  13.8 999.0 99.0 99.00
2010 09 29 04 50  65  1.0  2.2  3.52 17.39 10.97 294 1009.9  15.8  13.9 999.0 99.0 99.00
2010 09 29 05 50  58  1.7  2.7  4.28 16.00 11.93 288 1009.7  15.7  13.9 999.0 99.0 99.00
2010 09 29 06 50 285  0.8  2.8  3.61 16.00 10.97 294 1009.8  15.4  13.8 999.0 99.0 99.00
2010 09 29 07 50 344  2.6  3.8  4.01 16.00 11.25 298 1009.5  14.5  13.6 999.0 99.0 99.00
2010 09 29 08 50 336  1.1  2.1  3.74 16.00 10.99 294 1009.5  14.6  13.8 999.0 99.0 99.00
2010 09 29 09 50 337  1.3  2.6  3.28 16.00 10.43 299 1009.3  14.5  13.6 999.0 99.0 99.00
2010 09 29 10 50 154  1.2  2.6  3.23 14.81 10.79 297 1009.5  14.0  13.6 999.0 99.0 99.00
2010 09 29 11 50 130  1.3  2.9  3.37 14.81 10.87 291 1009.3  14.1  13.8 999.0 99.0 99.00
2010 09 29 12 50 266  1.4  3.0  3.50 16.00 11.07 289 1009.3  14.2  13.7 999.0 99.0 99.00
2010 09 29 13 50 291  1.6  2.9  3.21 14.81 10.43 294 1009.6  14.2  13.8 999.0 99.0 99.00
2010 09 29 14 50 330  1.7  2.8  3.59 13.79 10.78 307 1010.0  14.2  13.7 999.0 99.0 99.00
2010 09 29 15 50 354  1.2  2.1  3.61 12.90 10.85 290 1010.2  14.2  13.8 999.0 99.0 99.00
2010 09 29 16 50  27  0.8  1.5  3.54 14.81 10.56 289 1010.3  14.4  14.0 999.0 99.0 99.00
2010 09 29 17 50 289  0.4  1.1  3.65 16.00 11.00 299 1010.1  15.2  14.1 999.0 99.0 99.00
2010 09 29 18 50 264  1.6  2.6  3.18 16.00 10.62 300 1009.7  15.7  14.5 999.0 99.0 99.00
2010 09 29 19 50 292  2.0  3.1  2.93 14.81 10.41 292 1009.3  15.8  15.3 999.0 99.0 99.00
2010 09 29 20 50 313  1.7  2.6  2.63 14.81 10.11 296 1008.7  15.8  15.5 999.0 99.0 99.00
2010 09 29 21 50 315  2.7  3.9  2.92 14.81 10.47 296 1008.2  15.7  15.2 999.0 99.0 99.00
2010 09 29 22 50 309  2.6  3.7  3.12 14.81 11.07 291 1007.8  15.3  15.8 999.0 99.0 99.00
2010 09 29 23 50 300  2.0  3.0  3.04 14.81 10.84 304 1007.7  14.9  15.3 999.0 99.0 99.00
2010 09 30 00 50 296  1.6  2.8  2.91 14.81 10.59 305 1007.7  15.2  15.1 999.0 99.0 99.00
2010 09 30 01 50 300  2.1  3.3  2.78 13.79 10.30 303 1007.9  14.3  15.1 999.0 99.0 99.00
2010 09 30 02 50 301  2.9  3.9  3.06 13.79 10.69 308 1008.0  13.8  15.2 999.0 99.0 99.00
2010 09 30 03 50 312  3.3  4.8  2.70 13.79 10.19 299 1008.4  13.6  15.0 999.0 99.0 99.00
2010 09 30 04 50 314  2.8  3.7  3.09 14.81 10.88 305 1008.6  13.5  14.7 999.0 99.0 99.00
2010 09 30 05 50 294  1.3  2.7  3.22 13.79 10.71 314 1008.8  13.4  14.6 999.0 99.0 99.00
2010 09 30 06 50 335  3.0  4.1  3.12 13.79 10.38 306 1008.4  13.3  14.6 999.0 99.0 99.00
2010 09 30 07 50 336  3.3  4.3  2.92 13.79 10.52 296 1007.9  13.2  14.3 999.0 99.0 99.00
2010 09 30 08 50 312  3.1  4.2  2.94 13.79 10.50 305 1007.9  13.3  14.2 999.0 99.0 99.00
2010 09 30 09 50 326  3.5  4.6  2.87 13.79 10.44 297 1008.3  13.5  14.2 999.0 99.0 99.00
2010 09 30 10 50 329  4.0  5.6  2.69 13.79 10.54 292 1008.0  13.6  14.1 999.0 99.0 99.00
2010 09 30 11 50 331  2.6  3.5  2.51 12.90 10.15 290 1008.0  13.7  14.1 999.0 99.0 99.00
2010 09 30 12 50 331  2.0  2.8  2.78 13.79 10.67 297 1008.3  13.8  14.1 999.0 99.0 99.00
2010 09 30 13 50   3  1.2  1.8  2.47 12.90  9.97 298 1008.8  13.5  14.0 999.0 99.0 99.00
2010 09 30 14 50 358  1.4  2.1  2.52 13.79 10.04 305 1009.0  13.4  14.0 999.0 99.0 99.00
2010 09 30 15 50 317  1.3  2.3  2.15 12.12  9.60 299 1009.5  13.4  13.9 999.0 99.0 99.00
2010 09 30 16 50 317  1.7  2.8  2.07 13.79  9.77 301 1010.2  13.4  14.0 999.0 99.0 99.00
2010 09 30 17 50 293  1.5  2.4  2.43 23.53 11.12 305 1010.6  13.6  14.1 999.0 99.0 99.00
2010 09 30 18 50 296  2.3  3.3  2.25 13.79 10.27 294 1010.4  13.8  14.2 999.0 99.0 99.00
2010 09 30 19 50 274  1.6  2.3  2.07 21.05 10.06 266 1010.8  13.8  14.3 999.0 99.0 99.00
2010 09 30 20 50 269  3.3  4.2  2.32 12.90 10.31 280 1010.4  13.7  14.3 999.0 99.0 99.00
2010 09 30 21 50 299  3.8  5.0  1.98 12.90  9.64 279 1009.9  13.9  14.3 999.0 99.0 99.00
2010 09 30 22 50 324  2.9  4.4  2.08 21.05 10.05 292 1010.0  14.2  14.4 999.0 99.0 99.00
2010 09 30 23 50 297  3.0  3.9  2.13 21.05 10.36 284 1010.3  14.3  14.3 999.0 99.0 99.00
2010 10 01 00 50 317  3.6  4.9  2.20 21.05 10.62 309 1010.3  14.2  14.3 999.0 99.0 99.00
2010 10 01 01 50 327  2.8  4.0  1.97 21.05  9.55 281 1010.8  14.0  14.2 999.0 99.0 99.00
2010 10 01 02 50 324  3.4  4.8  2.11 12.12  9.85 294 1011.2  14.0  14.0 999.0 99.0 99.00
2010 10 01 03 50 344  3.8  4.9  2.24 21.05 10.46 279 1011.8  13.6  14.0 999.0 99.0 99.00
2010 10 01 04 50 348  3.9  5.3  2.37 19.05 11.09 294 1012.2  13.1  14.0 999.0 99.0 99.00
2010 10 01 05 50 351  4.4  5.3  2.66 21.05 12.53 306 1012.7  13.2  14.0 999.0 99.0 99.00
2010 10 01 06 50 319  5.6  6.8  2.37 21.05 10.79 305 1012.2  12.9  13.9 999.0 99.0 99.00
2010 10 01 07 50 353  4.8  5.9  2.82 21.05 11.40 305 1012.5  13.1  13.6 999.0 99.0 99.00
2010 10 01 08 50 342  4.2  5.1  2.22 19.05  9.73 304 1012.5  13.2  13.7 999.0 99.0 99.00
2010 10 01 09 50 348  5.0  6.2  2.31 19.05 10.31 306 1012.6  13.4  13.8 999.0 99.0 99.00
2010 10 01 10 50 337  5.7  7.0  3.28 19.05 12.61 289 1012.4  13.4  13.7 999.0 99.0 99.00
2010 10 01 11 50 345  5.4  6.8  2.71 19.05 10.88 305 1012.7  13.5  13.8 999.0 99.0 99.00
2010 10 01 12 50 339  4.7  5.8  2.70 19.05 11.26 287 1013.0  13.6  14.1 999.0 99.0 99.00
2010 10 01 13 50 321  5.4  6.5  2.59 19.05 10.78 306 1013.1  13.8  14.1 999.0 99.0 99.00
2010 10 01 14 50 336  4.0  5.0  2.61 19.05 10.55 286 1013.8  13.7  14.0 999.0 99.0 99.00
2010 10 01 15 50 331  5.1  6.2  2.35 19.05  9.79 298 1014.1  13.8  14.0 999.0 99.0 99.00
2010 10 01 16 50 360  3.7  4.9  3.00 19.05 10.92 299 1014.8  14.1  14.0 999.0 99.0 99.00
2010 10 01 17 50 358  3.9  4.9  2.21 19.05  9.38 293 1015.1  14.0  13.9 999.0 99.0 99.00
2010 10 01 18 50 331  4.3  5.5  2.37 19.05  9.50 296 1014.8  14.2  13.9 999.0 99.0 99.00
2010 10 01 19 50 338  4.2  5.2  3.05 17.39 10.70 292 1014.7  14.3  14.1 999.0 99.0 99.00
2010 10 01 20 50 306  2.5  3.9  2.55 17.39  8.88 299 1014.3  14.7  14.3 999.0 99.0 99.00
2010 10 01 21 50 302  3.8  4.7  2.28 17.39  8.36 315 1013.8  14.6  14.5 999.0 99.0 99.00
2010 10 01 22 50 312  3.9  5.0  2.10 17.39  7.83 297 1013.8  14.8  14.7 999.0 99.0 99.00
2010 10 01 23 50 313  2.5  3.7  2.14 17.39  7.73 301 1014.0  14.9  14.6 999.0 99.0 99.00
2010 10 02 00 50 339  2.2  3.1  2.43 17.39  8.53 294 1014.3  14.8  14.7 999.0 99.0 99.00
2010 10 02 01 50 295  5.3  6.6  2.42 17.39  8.31 298 1013.2  14.7  14.8 999.0 99.0 99.00
2010 10 02 02 50 331  4.9  6.0  2.39 17.39  8.48 290 1013.9  14.8  14.6 999.0 99.0 99.00
2010 10 02 03 50 334  5.4  7.0  2.58 17.39  8.84 292 1014.3  14.0  14.4 999.0 99.0 99.00
2010 10 02 04 50 325  4.0  5.2  2.46 17.39  8.76 297 1015.0  13.9  14.4 999.0 99.0 99.00
2010 10 02 05 50 313  3.0  3.8  2.47 17.39  8.53 290 1015.0  13.9  14.5 999.0 99.0 99.00
2010 10 02 06 50 316  2.8  3.5  2.46 17.39  8.70 301 1014.8  14.3  14.5 999.0 99.0 99.00
2010 10 02 07 50 319  3.3  4.6  2.81 17.39  9.34 306 1014.3  14.3  14.4 999.0 99.0 99.00
2010 10 02 08 50 334  4.6  5.9  2.85 17.39 10.09 304 1014.3  14.3  14.4 999.0 99.0 99.00
2010 10 02 09 50 336  4.7  5.9  2.60 16.00  9.35 311 1014.1  13.8  14.0 999.0 99.0 99.00
2010 10 02 10 50 333  3.7  5.0  2.50 16.00  9.35 307 1013.8  13.6  14.5 999.0 99.0 99.00
2010 10 02 11 50 327  3.8  5.2  2.61 17.39  9.84 294 1013.8  13.5  14.5 999.0 99.0 99.00
2010 10 02 12 50 350  1.0  2.0  2.45 16.00  9.56 282 1014.1  13.3  14.2 999.0 99.0 99.00
2010 10 02 13 50 326  2.0  3.1  2.43 16.00  9.28 283 1014.2  13.3  14.0 999.0 99.0 99.00
2010 10 02 14 50 333  2.3  3.6  2.47 16.00  9.50 281 1014.6  13.3  14.3 999.0 99.0 99.00
2010 10 02 15 50 100  0.4  1.5  2.08 16.00  8.46 311 1015.3  13.5  14.8 999.0 99.0 99.00
2010 10 02 16 50 291  1.8  3.0  2.54 16.00 10.15 287 1015.3  13.6  14.8 999.0 99.0 99.00
2010 10 02 17 50 303  1.6  3.0  2.72 16.00 10.60 290 1015.5  13.9  15.0 999.0 99.0 99.00
2010 10 02 18 50 292  2.2  3.4  2.09 16.00  9.12 294 1015.5  14.4  15.2 999.0 99.0 99.00
2010 10 02 19 50 283  3.5  4.6  2.26 16.00  9.25 287 1015.2  14.5  15.1 999.0 99.0 99.00
2010 10 02 20 50 302  3.4  4.3  2.19 14.81  8.76 297 1014.9  14.4  15.1 999.0 99.0 99.00
2010 10 02 21 50 306  3.0  3.7  2.78 14.81 10.36 293 1014.3  14.4  15.1 999.0 99.0 99.00
2010 10 02 22 50 308  3.4  4.9  2.36 16.00  9.39 292 1014.1  14.4  15.3 999.0 99.0 99.00
2010 10 02 23 50 301  4.2  5.8  2.36 16.00  9.99 288 1013.6  14.4  15.2 999.0 99.0 99.00
2010 10 03 00 50 344  3.6  4.9  2.34 14.81 10.25 293 1013.4  14.3  15.1 999.0 99.0 99.00
2010 10 03 01 50 338  2.3  3.6  2.31 16.00  9.84 286 1013.4  14.1  14.9 999.0 99.0 99.00
2010 10 03 02 50 321  2.3  3.6  2.00 14.81  9.21 286 1013.6  14.0  14.7 999.0 99.0 99.00
2010 10 03 03 50 308  3.1  4.3  2.00 16.00  9.35 282 1014.2  13.7  14.6 999.0 99.0 99.00
2010 10 03 04 50 303  1.3  2.4  2.27 14.81 10.15 294 1014.1  13.6  14.1 999.0 99.0 99.00
2010 10 03 05 50 291  2.0  3.3  2.00 14.81 10.12 280 1014.5  13.8  14.5 999.0 99.0 99.00
2010 10 03 06 50 293  3.1  3.9  2.02 14.81  9.84 303 1014.7  14.0  14.7 999.0 99.0 99.00
2010 10 03 07 50 303  2.6  3.8  1.80 14.81  9.20 298 1015.0  14.0  14.6 999.0 99.0 99.00
2010 10 03 08 50 319  2.9  4.1  2.01 16.00 10.09 274 1015.3  13.9  14.6 999.0 99.0 99.00
2010 10 03 09 50 347  1.9  2.6  2.07 14.81  9.70 286 1015.3  14.0  14.4 999.0 99.0 99.00
2010 10 03 10 50  22  1.4  2.1  2.02 14.81  9.98 284 1015.0  13.8  14.4 999.0 99.0 99.00
2010 10 03 11 50   9  1.3  2.1  1.93 14.81  9.43 301 1015.2  13.7  14.4 999.0 99.0 99.00
2010 10 03 12 50 352  1.6  2.5  1.85 14.81  9.15 270 1015.4  13.7  14.4 999.0 99.0 99.00
2010 10 03 13 50  47  2.0  2.6  1.93 14.81  9.25 258 1015.4  13.7  14.3 999.0 99.0 99.00
2010 10 03 14 50  42  2.3  2.8  1.68 13.79  8.99 275 1015.8  13.4  14.3 999.0 99.0 99.00
2010 10 03 15 50  59  2.1  3.0  1.80 13.79  9.45 288 1016.1  13.5  14.1 999.0 99.0 99.00
2010 10 03 16 50  59  1.2  1.7  2.12 13.79  9.94 278 1016.5  13.6  14.6 999.0 99.0 99.00
2010 10 03 17 50 359  0.4  1.0  1.88 14.81  9.84 260 1016.9  13.7  14.9 999.0 99.0 99.00
2010 10 03 18 50 348  0.5  1.0  1.94 14.81 10.19 270 1016.8  13.8  15.0 999.0 99.0 99.00
2010 10 03 19 50 342  1.6  2.3  2.20 13.79 10.45 291 1016.5  13.7  15.1 999.0 99.0 99.00
2010 10 03 20 50 353  2.4  3.5  2.29 14.81 10.68 272 1015.8  13.5  15.2 999.0 99.0 99.00
2010 10 03 21 50 336  2.1  2.9  2.22 16.00 10.90 271 1015.1  13.7  15.2 999.0 99.0 99.00
2010 10 03 22 50 313  3.5  4.9  2.43 16.00 11.71 284 1014.9  13.6  15.1 999.0 99.0 99.00
2010 10 03 23 50 317  2.7  3.6  2.39 16.00 11.55 290 1014.8  13.9  14.9 999.0 99.0 99.00
2010 10 04 00 50 315  4.1  5.4  2.34 14.81 11.33 282 1014.5  14.6  14.4 999.0 99.0 99.00
2010 10 04 01 50 309  3.2  4.3  2.81 14.81 12.08 288 1014.7  14.4  14.0 999.0 99.0 99.00
2010 10 04 02 50 325  2.2  3.1  2.93 14.81 11.98 292 1015.0  14.3  13.9 999.0 99.0 99.00
2010 10 04 03 50 321  4.1  5.6  2.56 14.81 11.02 279 1015.3  14.5  13.9 999.0 99.0 99.00
2010 10 04 04 50 325  3.5  4.6  2.54 13.79 10.95 290 1015.5  14.4  13.8 999.0 99.0 99.00
2010 10 04 05 50 333  3.9  5.5  2.52 13.79 10.96 290 1015.8  14.5  13.8 999.0 99.0 99.00
2010 10 04 06 50 340  4.7  6.0  3.01 14.81 11.28 301 1015.7  14.5  13.7 999.0 99.0 99.00
2010 10 04 07 50 335  2.6  3.5  2.82 14.81 11.13 292 1015.7  14.3  14.1 999.0 99.0 99.00
2010 10 04 08 50 357  2.7  3.8  2.70 13.79 10.86 297 1015.7  14.4  14.1 999.0 99.0 99.00
2010 10 04 09 50 321  2.9  4.6  2.90 14.81 11.39 298 1015.8  14.3  14.1 999.0 99.0 99.00
2010 10 04 10 50 319  6.3  8.8  2.71 14.81 10.92 296 1015.6  13.9  14.1 999.0 99.0 99.00
2010 10 04 11 50 327  5.0  6.1  2.64 13.79 10.18 291 1015.8  14.4  14.4 999.0 99.0 99.00
2010 10 04 12 50 312  5.7  7.2  2.59 13.79  9.35 291 1015.8  14.6  14.3 999.0 99.0 99.00
2010 10 04 13 50 308  6.9  8.5  2.47 12.90  8.51 273 1015.9  14.7  14.2 999.0 99.0 99.00
2010 10 04 14 50 312  8.2 10.7  2.94 12.90  8.49 279 1016.0  14.5  14.1 999.0 99.0 99.00
2010 10 04 15 50 330  8.3 10.3  3.09 13.79  7.85 276 1016.5  14.3  13.6 999.0 99.0 99.00
2010 10 04 16 50 335  9.0 10.9  2.76 13.79  7.27 285 1016.9  14.3  13.9 999.0 99.0 99.00
2010 10 04 17 50 337  6.3  8.0  2.84 13.79  7.62 291 1017.4  14.5  14.2 999.0 99.0 99.00
2010 10 04 18 50 310  8.1  9.8  2.62 13.79  7.88 281 1017.3  14.9  14.4 999.0 99.0 99.00
2010 10 04 19 50 311  9.2 12.1  2.76 12.90  7.56 303 1017.2  15.1  14.5 999.0 99.0 99.00
2010 10 04 20 50 307  9.4 12.8  2.78 13.79  7.44 290 1016.5  15.2  14.5 999.0 99.0 99.00
2010 10 04 21 50 300  9.3 11.4  2.78 12.90  7.11 302 1015.9  15.3  14.4 999.0 99.0 99.00
2010 10 04 22 50 304 10.1 12.0  2.59 12.90  6.77 301 1015.5  15.2  14.3 999.0 99.0 99.00
2010 10 04 23 50 303 11.5 15.4  2.84 13.79  6.96 293 1014.8  15.2  14.2 999.0 99.0 99.00
2010 10 05 00 50 308 10.1 13.0  2.86 12.90  6.61 294 1014.9  15.2  14.1 999.0 99.0 99.00
2010 10 05 01 50 307 10.4 12.8  2.68 12.90  6.52 302 1014.9  15.1  13.9 999.0 99.0 99.00
2010 10 05 02 50 306 10.5 13.1  2.89 12.90  6.66 289 1015.0  15.0  13.8 999.0 99.0 99.00
2010 10 05 03 50 307  9.2 11.5  2.81 12.90  6.77 293 1015.4  14.8  13.9 999.0 99.0 99.00
2010 10 05 04 50 312  7.9 10.1  2.65  7.14  6.44 314 1015.7  14.8  13.9 999.0 99.0 99.00
2010 10 05 05 50 305  6.8  8.6  2.53 12.90  6.50 300 1015.7  14.7  13.9 999.0 99.0 99.00
2010 10 05 06 50 315  8.3  9.7  2.46 12.12  6.73 299 1015.5  14.1  13.7 999.0 99.0 99.00
2010 10 05 07 50 307  6.1  7.7  2.57 12.12  7.15 298 1015.3  13.8  13.7 999.0 99.0 99.00
2010 10 05 08 50 323  4.3  5.6  2.47 12.12  7.09 282 1014.9  13.9  13.6 999.0 99.0 99.00
2010 10 05 09 50 320  5.3  6.7  2.43 12.90  7.13 293 1014.6  13.5  13.6 999.0 99.0 99.00
2010 10 05 10 50 322  4.6  6.0  2.42  9.09  6.91 292 1014.0  13.6  13.6 999.0 99.0 99.00
2010 10 05 11 50 327  5.7  7.5  2.53 12.90  7.10 286 1013.7  13.2  13.6 999.0 99.0 99.00
2010 10 05 12 50 341  5.1  6.4  2.49  9.09  7.36 297 1014.1  13.4  13.5 999.0 99.0 99.00
2010 10 05 13 50 317  3.9  5.6  2.46 10.00  7.29 286 1014.2  13.3  13.4 999.0 99.0 99.00
2010 10 05 14 50 331  2.8  4.1  2.38 10.00  7.77 295 1014.5  13.4  13.6 999.0 99.0 99.00
2010 10 05 15 50  19  2.4  3.1  2.37 10.00  7.74 282 1015.0  13.6  14.1 999.0 99.0 99.00
2010 10 05 16 50  44  1.4  2.0  2.10 11.43  7.50 286 1015.3  13.6  14.3 999.0 99.0 99.00
2010 10 05 17 50 311  0.6  1.4  2.42 10.81  8.08 294 1015.5  13.7  14.5 999.0 99.0 99.00
2010 10 05 18 50 262  1.7  2.5  2.28 12.90  7.93 290 1015.4  14.0  14.9 999.0 99.0 99.00
2010 10 05 19 50 253  2.9  3.6  2.71 10.81  8.49 292 1015.0  14.3  15.1 999.0 99.0 99.00
2010 10 05 20 50 231  2.9  4.0  2.61  9.09  8.11 300 1014.2  14.9  15.3 999.0 99.0 99.00
2010 10 05 21 50 249  4.1  5.1  2.59 10.00  8.32 306 1014.1  14.9  15.2 999.0 99.0 99.00
2010 10 05 22 50 248  2.9  3.7  2.62 11.43  8.39 304 1013.9  14.9  15.1 999.0 99.0 99.00
2010 10 05 23 50 314  2.5  3.9  2.72 11.43  8.16 287 1013.8  14.9  15.1 999.0 99.0 99.00
2010 10 06 00 50   6  2.5  3.6  2.89 10.81  8.61 300 1014.0  14.7  14.9 999.0 99.0 99.00
2010 10 06 01 50  55  3.9  4.8  3.28 10.81  8.66 292 1014.1  14.3  14.9 999.0 99.0 99.00
2010 10 06 02 50  73  4.0  4.9  3.19 12.12  8.98 305 1014.2  14.0  14.7 999.0 99.0 99.00
2010 10 06 03 50  80  3.9  5.2  3.22 12.12  9.28 304 1014.8  13.8  14.7 999.0 99.0 99.00
2010 10 06 04 50  78  4.3  5.6  3.24 12.12  9.19 297 1015.2  13.6  14.6 999.0 99.0 99.00
2010 10 06 05 50  59  4.5  5.5  3.00 11.43  9.46 307 1015.3  13.5  14.5 999.0 99.0 99.00
2010 10 06 06 50  80  3.9  5.0  2.80 12.90  9.35 297 1015.1  13.6  14.2 999.0 99.0 99.00
2010 10 06 07 50 131  3.1  4.6  3.05 12.12  9.99 290 1014.6  13.7  14.5 999.0 99.0 99.00
2010 10 06 08 50 100  4.5  5.6  2.99 11.43  9.52 301 1014.3  13.8  14.7 999.0 99.0 99.00
2010 10 06 09 50 116  4.2  5.7  2.86 12.90  9.53 301 1014.2  14.2  14.6 999.0 99.0 99.00
2010 10 06 10 50 119  4.0  5.7  2.73 12.12  9.62 311 1014.1  14.0  14.6 999.0 99.0 99.00
2010 10 06 11 50 151  3.4  5.0  3.06 12.12  9.75 297 1014.5  13.3  14.6 999.0 99.0 99.00
2010 10 06 12 50 128  2.4  3.7  2.30 11.43  8.80 304 1015.0  13.1  14.5 999.0 99.0 99.00
2010 10 06 13 50 105  2.6  3.8  2.23 11.43  8.74 289 1015.3  13.5  14.4 999.0 99.0 99.00
2010 10 06 14 50 138  3.9  5.5  2.83 12.12  9.61 300 1015.5  13.5  14.3 999.0 99.0 99.00
2010 10 06 15 50 132  3.7  5.3  2.66 12.12  9.04 295 1016.1  13.5  14.1 999.0 99.0 99.00
2010 10 06 16 50 145  5.2  6.8  2.47 12.12  9.20 299 1016.5  13.7  14.0 999.0 99.0 99.00
2010 10 06 17 50 149  5.2  7.5  2.51 11.43  8.94 300 1016.7  13.7  14.0 999.0 99.0 99.00
2010 10 06 18 50 157  2.6  3.6  2.62 11.43  8.95 300 1017.2  14.0  14.9 999.0 99.0 99.00
2010 10 06 19 50 159  3.1  4.5  2.35 11.43  8.63 292 1017.0  14.3  15.1 999.0 99.0 99.00
2010 10 06 20 50 138  2.1  3.7  2.30 11.43  8.82 305 1016.8  14.9  15.3 999.0 99.0 99.00
2010 10 06 21 50 171  5.2  6.8  2.07 11.43  8.74 298 1016.6  15.4  15.5 999.0 99.0 99.00
2010 10 06 22 50 167  5.0  6.1  2.10 11.43  8.59 299 1016.6  15.5  15.5 999.0 99.0 99.00
2010 10 06 23 50 171  5.7  6.6  2.01 11.43  8.31 297 1016.6  15.5  15.5 999.0 99.0 99.00
2010 10 07 00 50 193  4.5  5.6  2.05 11.43  8.09 302 1016.8  15.0  15.5 999.0 99.0 99.00
